Date,Open,High,Low,Close,Volume,Ci1,Ci2,Ci3,Ci4,Ci5,Ci6,Ci7
2017-12-05,56.4129982,57.96350098,56.23699951,57.07849884,81596000,,8.0,4.0,3.0,6.0,3.0,6.0
2017-12-06,56.8995018,57.79449844,56.80400085,57.61750031,57066000,16.0,10.0,8.0,9.0,12.0,9.0,4.0
2017-12-07,57.82949829,58.15950012,57.54999924,57.98949814,50232000,,8.0,,12.0,6.0,,10.0
2017-12-08,58.52000046,58.63949966,57.85499954,58.09999847,61002000,8.0,,18.0,15.0,8.0,15.0,18.0
2017-12-11,58.22999954,58.49499893,57.84999847,58.44599915,47270000,,14.0,14.0,12.0,12.0,14.0,14.0
2017-12-12,58.32550049,58.68000031,58.08050156,58.25400162,44718000,2.0,2.0,6.0,4.0,2.0,4.0,
2017-12-13,58.5,58.54349899,58.01350021,58.20650101,52336000,,4.0,4.0,3.0,3.0,3.0,3.0
2017-12-14,58.1855011,58.89649963,58.12250137,58.71300125,64286000,,12.0,6.0,,6.0,6.0,6.0
2017-12-15,58.95149994,59.13750076,58.46649933,58.95700073,95572000,10.0,10.0,,6.0,8.0,6.0,8.0
2017-12-18,59.36849976,59.73899841,59.04550171,59.52899933,58952000,,,,12.0,,6.0,6.0
2017-12-19,59.45750046,59.64849854,58.95700073,59.36899948,51756000,,,14.0,,6.0,8.0,
2017-12-20,59.52500153,59.54999924,58.79999924,58.88100052,47424000,3.0,5.0,3.0,4.0,3.0,8.0,
2017-12-21,58.79499817,58.95849991,58.38199997,58.73799896,42462000,,4.0,2.0,4.0,6.0,2.0,2.0
2017-12-22,58.60400009,58.73099899,58.39149857,58.41799927,31702000,2.0,2.0,6.0,4.0,2.0,4.0,
2017-12-26,58.41799927,58.91600037,58.02750015,58.83800125,40104000,,12.0,3.0,6.0,6.0,7.0,
2017-12-27,58.99549866,59.36449814,58.7804985,59.11299896,37344000,16.0,4.0,9.0,8.0,13.0,,4.0
2017-12-28,59.45000076,59.50500107,59.21900177,59.30500031,36834000,4.0,4.0,,15.0,12.0,4.0,15.0
2017-12-29,59.11750031,59.20000076,58.375,58.4734993,53768000,3.0,,9.0,9.0,3.0,12.0,
2018-01-02,58.59999847,59.5,58.52550125,59.45050049,53890000,6.0,5.0,6.0,6.0,9.0,5.0,5.0
2018-01-03,59.41500092,60.2745018,59.41500092,60.20999908,62176000,,5.0,6.0,3.0,4.0,4.0,4.0
2018-01-04,60.25,60.79349899,60.23300171,60.47949982,60442000,,6.0,,5.0,4.0,3.0,
2018-01-05,60.87549973,61.45700073,60.5,61.45700073,70894000,8.0,4.0,9.0,12.0,4.0,8.0,9.0
2018-01-08,61.79999924,62.65399933,61.60150146,62.34349823,85590000,4.0,9.0,12.0,4.0,8.0,9.0,8.0
2018-01-09,62.84500122,62.96649933,62.08800125,62.63499832,73226000,,5.0,,3.0,2.0,4.0,
2018-01-10,62.25749969,62.71649933,61.86149979,62.71649933,53720000,,3.0,2.0,2.0,2.0,5.0,
2018-01-11,62.98699951,63.83850098,62.82300186,63.83399963,62500000,8.0,3.0,8.0,6.0,8.0,3.0,8.0
2018-01-12,63.66949844,65.28800201,63.66949844,65.26000214,108874000,,9.0,6.0,3.0,6.0,3.0,3.0
2018-01-16,66.15000153,66.99700165,64.61499786,65.24299622,144414000,,6.0,,6.0,,,
2018-01-17,65.61199951,65.69999695,64.04399872,64.75,105076000,6.0,3.0,6.0,3.0,,10.0,
2018-01-18,64.69750214,65.23000336,64.2009964,64.66600037,80538000,4.0,4.0,4.0,6.0,12.0,3.0,3.0
2018-01-19,65.59999847,65.65000153,64.64949799,64.72899628,91570000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2018-01-22,64.85849762,66.37249756,64.83300018,66.3655014,82802000,,18.0,,6.0,6.0,6.0,
2018-01-23,66.90450287,68.24500275,66.86699677,68.1269989,103386000,24.0,,8.0,8.0,8.0,,
2018-01-24,68.74099731,69.40799713,66.90000153,67.87550354,136150000,,,,,,,
2018-01-25,68.40000153,68.91699982,67.8809967,68.89749908,95060000,6.0,6.0,6.0,6.0,,12.0,12.0
2018-01-26,69.60050201,70.12650299,69.04550171,70.10250092,97146000,12.0,12.0,12.0,,12.0,12.0,12.0
2018-01-29,70.45899963,71.56950378,70.02200317,70.88400269,114038000,8.0,8.0,,6.0,6.0,6.0,6.0
2018-01-30,70.15850067,71.96250153,69.59999847,71.89099884,117438000,,,8.0,8.0,,8.0,8.0
2018-01-31,72.56500244,73.6289978,72.5019989,72.54450226,128494000,,10.0,10.0,,8.0,12.0,
2018-02-01,72.25,72.9940033,69.25700378,69.5,182276000,3.0,3.0,3.0,3.0,4.0,4.0,
2018-02-02,73.86949921,74.90000153,70.69999695,71.49749756,222514000,,4.0,2.0,4.0,6.0,2.0,2.0
2018-02-05,70.1309967,72.9489975,66.03600311,69.5,229900000,2.0,2.0,6.0,4.0,2.0,4.0,
2018-02-06,68.07299805,72.19950104,67.58950043,72.14199829,221336000,,6.0,3.0,4.0,3.0,4.0,4.0
2018-02-07,72.44999695,73.04949951,70.75749969,70.83899689,143254000,,3.0,4.0,,4.0,3.0,
2018-02-08,71.48400116,71.6875,67.49700165,67.52500153,171572000,4.0,4.0,3.0,4.0,3.0,6.0,
2018-02-09,68.67449951,69.17500305,63.29650116,66.98000336,282830000,,4.0,2.0,4.0,6.0,2.0,2.0
2018-02-12,68.23349762,69.69049835,67.20050049,69.31150055,134778000,6.0,6.0,12.0,6.0,6.0,6.0,6.0
2018-02-13,69.29650116,70.98600006,69.17649841,70.72550201,118358000,,15.0,,9.0,12.0,,6.0
2018-02-14,70.3125,72.60299683,70.16799927,72.55249786,119184000,18.0,,12.0,22.0,,8.0,8.0
2018-02-15,73.34449768,73.4469986,71.84200287,73.08799744,113054000,,4.0,16.0,4.0,9.0,8.0,13.0
2018-02-16,72.86849976,73.29000092,72.32800293,72.43450165,89452000,3.0,5.0,3.0,4.0,3.0,8.0,
2018-02-20,72.32450104,74.43849945,72.32450104,73.41750336,129984000,,4.0,2.0,4.0,6.0,2.0,2.0
2018-02-21,74.25,75.17449951,73.94599915,74.14600372,126088000,3.0,3.0,8.0,6.0,3.0,4.0,3.0
2018-02-22,74.76799774,75.1269989,73.78800201,74.26699829,97162000,,5.0,,3.0,2.0,4.0,
2018-02-23,74.76699829,75.0,74.32499695,75.0,88362000,,4.0,5.0,6.0,3.0,6.0,6.0
2018-02-26,75.45999908,76.14199829,75.34999847,76.09750366,99100000,8.0,10.0,16.0,4.0,12.0,9.0,9.0
2018-02-27,76.22499847,76.33899689,75.36049652,75.59899902,96176000,,7.0,,2.0,2.0,3.0,
2018-02-28,75.97550201,76.43499756,75.59999847,75.62249756,90300000,,6.0,4.0,4.0,,7.0,7.0
2018-03-01,75.68000031,75.92449951,73.25,74.67250061,136704000,6.0,6.0,6.0,,6.0,12.0,
2018-03-02,73.45500183,75.05249786,72.75050354,75.01249695,131752000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2018-03-05,74.71199799,76.26899719,74.05000305,76.18049622,104678000,,12.0,8.0,,10.0,10.0,
2018-03-06,76.66000366,77.10649872,76.40000153,76.88200378,91234000,12.0,12.0,,18.0,18.0,,12.0
2018-03-07,76.3259964,77.29499817,76.12550354,77.25,83482000,12.0,,16.0,16.0,8.0,12.0,16.0
2018-03-08,77.5,77.7440033,77.26249695,77.59300232,77252000,,10.0,10.0,9.0,10.0,14.0,9.0
2018-03-09,78.17500305,78.9469986,77.95400238,78.94450378,90686000,2.0,2.0,8.0,6.0,4.0,2.0,4.0
2018-03-12,79.62999725,80.26650238,79.33499908,79.91950226,103484000,,12.0,3.0,6.0,6.0,6.0,3.0
2018-03-13,80.79799652,80.8769989,78.90049744,79.40899658,130638000,6.0,3.0,3.0,7.0,3.0,4.0,
2018-03-14,79.84999847,80.3219986,79.54450226,79.55000305,85188000,6.0,6.0,6.0,6.0,4.0,8.0,8.0
2018-03-15,79.75,79.84549713,78.90550232,79.11599731,81394000,6.0,3.0,6.0,3.0,4.0,8.0,
2018-03-16,79.17250061,79.47200012,78.375,78.58399963,108500000,,3.0,2.0,2.0,2.0,3.0,
2018-03-19,77.72650146,78.08300018,76.26750183,77.24649811,131616000,,2.0,1.0,2.0,3.0,2.0,
2018-03-20,77.51699829,79.34999847,77.27050018,79.32550049,91632000,10.0,6.0,9.0,8.0,10.0,7.0,4.0
2018-03-21,79.32250214,79.5,78.15850067,79.09300232,95016000,,6.0,2.0,4.0,4.0,,
2018-03-22,78.27349854,78.69249725,77.12000275,77.2460022,126412000,4.0,4.0,4.0,4.0,,6.0,
2018-03-23,76.95050049,77.4509964,74.76799774,74.77799988,160120000,2.0,2.0,2.0,3.0,4.0,3.0,
2018-03-26,76.5,77.84950256,74.96250153,77.79299927,112494000,2.0,2.0,8.0,6.0,4.0,2.0,4.0
2018-03-27,78.62000275,78.79850006,74.11599731,74.85250092,139992000,,5.0,2.0,2.0,2.0,3.0,
2018-03-28,72.34999847,72.79499817,69.3085022,71.57099915,274106000,,4.0,2.0,3.0,,5.0,
2018-03-29,70.30000305,72.77349854,68.26000214,72.36699677,251622000,5.0,8.0,5.0,4.0,8.0,4.0,8.0
2018-04-02,70.8809967,71.06800079,67.75,68.59950256,209272000,5.0,5.0,3.0,4.0,3.0,6.0,
2018-04-03,69.56900024,70.69999695,67.76650238,69.60250092,204624000,,6.0,6.0,6.0,,6.0,6.0
2018-04-04,67.91200256,70.76950073,67.64399719,70.52850342,139646000,6.0,12.0,10.0,,10.0,12.0,6.0
2018-04-05,72.09950256,72.97799683,71.35350037,72.58750153,128270000,15.0,12.0,,14.0,12.0,9.0,4.0
2018-04-06,71.49849701,72.625,70.01300049,70.2614975,117646000,,,4.0,,4.0,,
2018-04-09,71.25150299,71.9240036,70.12850189,70.30400085,84164000,6.0,8.0,6.0,8.0,,10.0,10.0
2018-04-10,71.59950256,71.91899872,70.78500366,71.81099701,85082000,7.0,12.0,7.0,,8.0,8.0,8.0
2018-04-11,71.97200012,72.43900299,71.24449921,71.35250092,71650000,7.0,7.0,,4.0,4.0,6.0,
2018-04-12,71.97499847,72.60600281,71.75299835,72.42500305,62700000,,4.0,6.0,6.0,,8.0,8.0
2018-04-13,72.45700073,72.98899841,71.22599792,71.53949738,73706000,3.0,8.0,8.0,,7.0,12.0,
2018-04-16,72.25,72.34999847,71.37400055,72.07499695,56172000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2018-04-17,73.11499786,75.35949707,72.85099792,75.1914978,102288000,,12.0,7.0,,8.0,8.0,3.0
2018-04-18,75.73249817,76.69000244,75.20549774,76.39199829,104550000,12.0,10.0,,12.0,12.0,4.0,10.0
2018-04-19,77.16100311,78.4260025,76.95300293,77.84549713,130474000,10.0,,12.0,12.0,4.0,10.0,12.0
2018-04-20,78.05999756,78.05999756,75.80449677,76.37449646,110832000,,10.0,10.0,,8.0,12.0,
2018-04-23,77.33450317,77.40000153,75.17050171,75.89299774,89308000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2018-04-24,76.79000092,76.97499847,72.42250061,73.00450134,149894000,,6.0,3.0,,3.0,6.0,
2018-04-25,72.90000153,73.49949646,70.75099945,73.00849915,131746000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2018-04-26,74.25050354,76.47100067,73.92500305,75.89800262,176022000,,12.0,8.0,,10.0,10.0,
2018-04-27,81.70050049,81.90499878,78.36949921,78.6309967,261064000,15.0,15.0,,18.0,20.0,,8.0
2018-04-30,79.125,79.80000305,78.04699707,78.3065033,109282000,10.0,,6.0,12.0,,8.0,
2018-05-01,78.16100311,79.25,77.60900116,79.11299896,91442000,6.0,6.0,8.0,6.0,8.0,9.0,9.0
2018-05-02,79.0490036,79.42500305,78.31800079,78.48400116,87206000,6.0,3.0,6.0,3.0,4.0,8.0,
2018-05-03,78.00050354,78.73999786,77.3010025,78.60399628,85038000,,4.0,4.0,3.0,3.0,3.0,3.0
2018-05-04,78.12249756,79.24500275,78.10949707,79.04750061,68872000,,12.0,6.0,,6.0,6.0,6.0
2018-05-07,79.46700287,80.34750366,79.39150238,80.00700378,76038000,12.0,12.0,,6.0,6.0,6.0,6.0
2018-05-08,79.75,79.84400177,79.12550354,79.61949921,61358000,,,,,,,
2018-05-09,80.0,80.40000153,79.59999847,80.40000153,72746000,6.0,6.0,6.0,6.0,,12.0,12.0
2018-05-10,80.4240036,80.77999878,80.17199707,80.45400238,56350000,6.0,6.0,6.0,,6.0,12.0,
2018-05-11,80.54949951,80.55500031,79.89450073,80.14550018,45278000,3.0,3.0,3.0,3.0,4.0,4.0,
2018-05-14,80.19999695,80.55899811,80.00250244,80.07700348,50190000,,4.0,2.0,4.0,6.0,2.0,2.0
2018-05-15,79.38999939,79.38999939,78.26100159,78.80599976,101550000,2.0,2.0,6.0,4.0,2.0,4.0,
2018-05-16,78.875,79.72149658,78.83350372,79.36399841,51412000,,4.0,4.0,3.0,3.0,3.0,3.0
2018-05-17,79.02799988,79.70200348,78.65000153,79.08799744,42952000,,8.0,4.0,,4.0,6.0,4.0
2018-05-18,79.0664978,79.17949677,78.60500336,78.71849823,52852000,5.0,5.0,,4.0,4.0,6.0,
2018-05-21,79.25,79.60250092,78.75,79.27300262,58504000,,4.0,6.0,3.0,3.0,7.0,3.0
2018-05-22,79.49449921,79.49449921,78.76249695,79.06999969,42312000,3.0,7.0,3.0,3.0,6.0,4.0,
2018-05-23,78.55249786,80.09300232,78.31700134,80.09300232,67238000,,6.0,3.0,7.0,,7.0,3.0
2018-05-24,79.90149689,80.41200256,79.41899872,80.15350342,68600000,4.0,3.0,7.0,,6.0,4.0,
2018-05-25,80.15000153,80.70600128,80.02249908,80.50749969,53968000,6.0,5.0,6.0,5.0,4.0,6.0,6.0
2018-05-29,80.03549957,81.08950043,80.00749969,80.64350128,76930000,,6.0,3.0,,3.0,6.0,
2018-05-30,80.90499878,81.30000305,80.64649963,81.24449921,58148000,8.0,8.0,4.0,6.0,6.0,6.0,6.0
2018-05-31,81.15000153,81.75,81.06749725,81.48100281,63326000,,3.0,2.0,,5.0,,
2018-06-01,81.85150146,82.33650208,81.75450134,82.07700348,66268000,6.0,6.0,4.0,11.0,,11.0,4.0
2018-06-04,82.44499969,83.28399658,82.27449799,83.2634964,63754000,12.0,8.0,18.0,,18.0,8.0,
2018-06-05,83.64949799,84.94999695,83.50299835,84.81749725,95644000,12.0,21.0,,21.0,12.0,,
2018-06-06,85.22550201,85.72499847,84.32350159,84.78749847,109464000,12.0,,6.0,6.0,,,
2018-06-07,84.9280014,84.99500275,83.80549622,84.46499634,75314000,3.0,3.0,3.0,3.0,,12.0,
2018-06-08,84.05599976,84.47200012,83.65049744,84.19950104,59102000,4.0,4.0,4.0,6.0,12.0,3.0,3.0
2018-06-11,84.07550049,84.71199799,84.02950287,84.45600128,46710000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2018-06-12,84.65000153,84.97550201,84.5759964,84.9375,45184000,,18.0,,6.0,6.0,6.0,
2018-06-13,85.14050293,85.6875,85.0059967,85.24299622,66550000,20.0,,8.0,15.0,15.0,,18.0
2018-06-14,85.6740036,86.23999786,85.4434967,86.19300079,63488000,,,12.0,12.0,,24.0,
2018-06-15,85.69999695,86.04350281,85.4260025,85.79850006,95552000,,6.0,6.0,,12.0,,
2018-06-18,85.31300354,86.33699799,85.12799835,86.1894989,62154000,6.0,6.0,6.0,6.0,,8.0,8.0
2018-06-19,85.45200348,86.80549622,85.01950073,86.73899841,85802000,7.0,12.0,7.0,,8.0,8.0,8.0
2018-06-20,87.125,88.14649963,87.06800079,87.5039978,86652000,12.0,12.0,,6.0,6.0,6.0,6.0
2018-06-21,88.0,88.15499878,85.87799835,86.51100159,98822000,,,,,,,
2018-06-22,87.1309967,87.15000153,85.59500122,85.78350067,81502000,6.0,6.0,6.0,6.0,,12.0,12.0
2018-06-25,85.12550354,85.25,82.31549835,83.15750122,150224000,6.0,6.0,6.0,,6.0,12.0,
2018-06-26,83.61849976,85.07849884,83.16699982,84.55449677,87732000,8.0,8.0,4.0,6.0,6.0,6.0,6.0
2018-06-27,85.40550232,85.59750366,83.0,83.02549744,97444000,,3.0,2.0,,5.0,,
2018-06-28,83.6269989,85.27500153,83.0585022,85.07250214,90594000,6.0,6.0,4.0,11.0,,11.0,4.0
2018-06-29,85.84999847,86.17050171,84.71600342,84.98999786,90870000,6.0,4.0,10.0,8.0,10.0,4.0,12.0
2018-07-02,84.13500214,85.69450378,83.90299988,85.68900299,63714000,4.0,10.0,8.0,10.0,4.0,12.0,6.0
2018-07-03,86.19799805,86.25,84.62400055,84.69799805,43546000,,3.0,4.0,,4.0,3.0,
2018-07-05,85.26899719,85.53450012,84.10749817,84.9865036,59662000,6.0,5.0,6.0,5.0,4.0,6.0,6.0
2018-07-06,84.80000305,85.7634964,84.58350372,85.53150177,53006000,,12.0,6.0,,6.0,6.0,6.0
2018-07-09,86.20249939,86.97799683,85.81150055,86.9509964,60240000,18.0,13.0,,9.0,9.0,9.0,4.0
2018-07-10,86.92649841,87.5,86.55000305,87.15350342,60058000,,,,,,,
2018-07-11,86.89949799,87.84799957,86.69999695,87.75,64196000,4.0,9.0,9.0,9.0,,13.0,18.0
2018-07-12,88.22550201,89.90000153,88.10900116,89.83100128,90654000,12.0,14.0,14.0,,14.0,14.0,12.0
2018-07-13,90.19650269,90.76499939,89.7614975,90.65149689,87664000,7.0,7.0,,4.0,4.0,6.0,
2018-07-16,91.09750366,92.09750366,90.72250366,91.12449646,109324000,,3.0,2.0,2.0,,7.0,
2018-07-17,90.57800293,92.58450317,89.8690033,92.19650269,113658000,4.0,4.0,4.0,6.0,12.0,3.0,3.0
2018-07-18,92.40000153,92.94400024,91.56349945,92.14600372,97238000,2.0,2.0,6.0,4.0,2.0,4.0,
2018-07-19,91.47299957,92.05000305,90.56349945,90.64849854,93538000,,3.0,2.0,2.0,2.0,3.0,
2018-07-20,91.25050354,91.74199677,90.50299835,90.68499756,77688000,,4.0,2.0,4.0,6.0,2.0,2.0
2018-07-23,90.61049652,90.94999695,88.49949646,90.09999847,77770000,3.0,3.0,8.0,6.0,3.0,4.0,3.0
2018-07-24,91.45050049,92.0,90.46900177,91.46199799,85574000,,10.0,,6.0,3.0,6.0,3.0
2018-07-25,91.46499634,93.19200134,91.13200378,93.18049622,74764000,14.0,,12.0,4.0,12.0,4.0,
2018-07-26,91.94999695,92.23400116,90.22499847,90.40000153,198488000,,9.0,,9.0,,,
2018-07-27,93.80249786,94.00250244,90.32649994,90.8635025,193620000,8.0,6.0,8.0,6.0,,10.0,10.0
2018-07-30,91.36650085,91.47499847,88.3010025,88.96099854,131246000,6.0,6.0,6.0,,6.0,12.0,
2018-07-31,89.32450104,90.09149933,86.96600342,88.87200165,114774000,6.0,6.0,4.0,5.0,6.0,5.0,6.0
2018-08-01,89.19999695,89.92199707,88.8010025,89.85849762,83062000,,8.0,8.0,,10.0,3.0,3.0
2018-08-02,89.43849945,91.82800293,89.30000305,91.71649933,87094000,12.0,15.0,,15.0,4.0,4.0,4.0
2018-08-03,91.88700104,92.05000305,91.07499695,91.16449738,69210000,,,,,,,
2018-08-06,91.29049683,92.3884964,90.94599915,92.38749695,67836000,4.0,9.0,9.0,9.0,,13.0,18.0
2018-08-07,92.72650146,93.48600006,92.31349945,93.12400055,67550000,8.0,8.0,8.0,,7.0,12.0,7.0
2018-08-08,93.05000305,94.57550049,92.72499847,94.3259964,79260000,8.0,8.0,,6.0,6.0,6.0,6.0
2018-08-09,94.09999847,95.72850037,93.87400055,94.9260025,97208000,,,5.0,,2.0,3.0,
2018-08-10,94.42549896,94.97499847,93.91049957,94.31500244,72798000,3.0,5.0,3.0,4.0,3.0,8.0,
2018-08-13,94.92500305,96.25,94.6835022,94.80999756,110630000,,4.0,2.0,4.0,6.0,2.0,2.0
2018-08-14,95.96949768,96.05049896,95.0,95.98249817,79722000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2018-08-15,95.47750092,95.8105011,93.48950195,94.1309967,154014000,,7.0,,2.0,2.0,3.0,
2018-08-16,95.1969986,95.25,94.17749786,94.3259964,79142000,,6.0,4.0,4.0,,7.0,7.0
2018-08-17,94.29000092,94.40000153,92.77749634,94.11100006,82086000,8.0,8.0,8.0,,7.0,12.0,7.0
2018-08-20,94.52850342,94.58750153,93.3030014,93.83550262,57240000,6.0,6.0,,5.0,6.0,6.0,5.0
2018-08-21,94.0,94.88749695,93.72049713,94.17099762,62112000,,,8.0,6.0,3.0,8.0,3.0
2018-08-22,93.83200073,95.29000092,93.83200073,95.24500275,61610000,,22.0,12.0,8.0,18.0,8.0,
2018-08-23,95.35849762,95.97499847,95.03800201,95.14499664,71260000,8.0,6.0,3.0,8.0,3.0,,
2018-08-24,95.52549744,95.80049896,95.1269989,95.26950073,56018000,8.0,6.0,8.0,6.0,,10.0,10.0
2018-08-27,95.75,96.38500214,95.46399689,96.38400269,71380000,12.0,14.0,14.0,,14.0,14.0,12.0
2018-08-28,96.8864975,97.08899689,96.44100189,96.64099884,62014000,7.0,7.0,,4.0,4.0,6.0,
2018-08-29,97.67250061,99.93450165,97.4469986,99.90499878,130636000,,4.0,3.0,3.0,,10.0,
2018-08-30,99.8710022,101.2785034,99.34500122,100.1190033,145546000,3.0,3.0,3.0,,9.0,,
2018-08-31,100.3499985,101.1190033,100.2369995,100.635498,84088000,6.0,6.0,6.0,6.0,,8.0,8.0
2018-09-04,101.3249969,102.5250015,100.6500015,101.975502,114422000,7.0,12.0,7.0,,8.0,8.0,8.0
2018-09-05,101.9055023,102.0189972,99.49449921,99.74099731,164412000,7.0,7.0,,4.0,4.0,6.0,
2018-09-06,100.3255005,100.375,96.76049805,97.91549683,149774000,,6.0,4.0,4.0,,7.0,7.0
2018-09-07,96.9355011,98.76000214,96.86750031,97.60350037,97852000,12.0,12.0,12.0,,12.0,12.0,12.0
2018-09-10,98.55000305,98.65200043,96.5759964,96.95050049,90896000,10.0,10.0,,6.0,8.0,6.0,8.0
2018-09-11,96.41349792,99.44400024,95.84999847,99.35749817,100672000,,,,9.0,,9.0,
2018-09-12,99.69999695,100.0,98.12200165,99.5,88280000,,,15.0,8.0,15.0,,20.0
2018-09-13,100.0,100.4380035,99.10150146,99.49349976,72430000,,10.0,9.0,10.0,4.0,14.0,11.0
2018-09-14,99.64649963,99.68250275,97.96099854,98.5094986,72840000,2.0,2.0,2.0,3.0,4.0,3.0,
2018-09-17,97.7365036,97.84100342,94.37049866,95.40149689,141004000,1.0,1.0,2.0,3.0,2.0,1.0,
2018-09-18,95.93250275,97.91000366,95.77200317,97.05249786,85374000,,2.0,4.0,4.0,2.0,2.0,2.0
2018-09-19,97.02500153,97.04149628,95.24500275,96.32099915,81136000,,6.0,3.0,4.0,4.0,3.0,4.0
2018-09-20,96.92900085,97.75,96.61250305,97.21499634,63098000,,4.0,6.0,9.0,,8.0,3.0
2018-09-21,97.71099854,97.8655014,95.52500153,95.75050354,137118000,3.0,6.0,9.0,,8.0,4.0,
2018-09-24,95.1894989,96.84400177,93.25,96.71800232,84274000,6.0,7.0,9.0,7.0,4.0,7.0,10.0
2018-09-25,97.14499664,98.79550171,96.94249725,98.72750092,90768000,,12.0,7.0,,8.0,8.0,3.0
2018-09-26,98.42500305,99.76249695,98.0759964,98.74250031,86270000,8.0,8.0,,6.0,6.0,4.0,
2018-09-27,99.66200256,100.8079987,99.42900085,100.6490021,86588000,,4.0,6.0,6.0,,8.0,8.0
2018-09-28,100.2204971,101.3259964,99.82299805,100.1500015,81702000,3.0,8.0,8.0,,7.0,12.0,
2018-10-01,101.0995026,101.6595001,100.1800003,100.2180023,69210000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2018-10-02,99.99949646,100.6695023,98.28849792,98.56549835,108014000,,6.0,3.0,,3.0,6.0,
2018-10-03,99.08499908,99.48500061,97.4905014,97.63800049,105062000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2018-10-04,97.44999695,97.80000305,94.82849884,95.47100067,145140000,,6.0,3.0,,3.0,6.0,
2018-10-05,95.89949799,96.45400238,93.14150238,94.48249817,136446000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2018-10-08,93.69999695,95.09999847,91.53299713,93.22100067,147864000,,8.0,4.0,,4.0,6.0,4.0
2018-10-09,92.99949646,94.83399963,92.61599731,93.51599884,95458000,14.0,11.0,,10.0,9.0,10.0,4.0
2018-10-10,92.89450073,92.9280014,87.72049713,87.76249695,219778000,,,4.0,,4.0,,
2018-10-11,86.19999695,87.76999664,84.25499725,85.96800232,278718000,6.0,8.0,6.0,8.0,,10.0,10.0
2018-10-12,90.40000153,90.44750214,87.12650299,89.43049622,188892000,7.0,12.0,7.0,,8.0,8.0,8.0
2018-10-15,89.75,89.75250244,86.71150208,88.04750061,128744000,7.0,7.0,,4.0,4.0,6.0,
2018-10-16,89.17500305,91.19400024,88.07749939,90.9980011,117198000,,4.0,6.0,6.0,,8.0,8.0
2018-10-17,92.13950348,92.25,90.34999847,91.58650208,105904000,4.0,10.0,10.0,4.0,9.0,12.0,9.0
2018-10-18,91.07450104,91.50749969,88.39350128,88.53600311,117480000,3.0,3.0,3.0,3.0,4.0,4.0,
2018-10-19,89.25800323,90.45500183,87.65000153,88.20149994,118144000,,4.0,2.0,4.0,6.0,2.0,2.0
2018-10-22,89.19999695,90.47499847,87.80000305,89.46499634,90000000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2018-10-23,87.11199951,88.81700134,85.69999695,88.43499756,134478000,,7.0,,2.0,2.0,3.0,
2018-10-24,88.68499756,88.88549805,82.82800293,83.20999908,138568000,,3.0,2.0,2.0,,7.0,
2018-10-25,85.16699982,89.7405014,84.60050201,89.10849762,205714000,9.0,10.0,10.0,4.0,14.0,7.0,12.0
2018-10-26,82.47949982,84.92299652,80.15000153,82.14050293,299276000,5.0,5.0,3.0,4.0,3.0,6.0,
2018-10-29,83.0,83.28700256,74.75,76.94400024,277322000,,6.0,4.0,4.0,,5.0,5.0
2018-10-30,74.30799866,77.04949951,73.81800079,76.52100372,249202000,7.0,12.0,7.0,,8.0,8.0,8.0
2018-10-31,78.49949646,81.19550323,78.25450134,79.90049744,187804000,12.0,12.0,,6.0,6.0,6.0,6.0
2018-11-01,81.17649841,83.52249908,79.92199707,83.27649689,162710000,,,,,9.0,,9.0
2018-11-02,83.92949677,84.87200165,82.59149933,83.27649689,139110000,,4.0,4.0,15.0,4.0,12.0,15.0
2018-11-05,82.87850189,82.90450287,79.81800079,81.38999939,112494000,3.0,3.0,6.0,3.0,6.0,9.0,
2018-11-06,80.91750336,83.25,80.72750092,82.14050293,85148000,4.0,2.0,4.0,6.0,8.0,2.0,2.0
2018-11-07,83.65000153,87.96150208,83.20400238,87.77449799,163844000,,6.0,8.0,3.0,4.0,4.0,3.0
2018-11-08,87.75,89.19999695,86.25550079,87.74549866,130698000,,8.0,,4.0,4.0,,
2018-11-09,86.625,87.19599915,85.09349823,85.62149811,118044000,5.0,3.0,4.0,4.0,,8.0,
2018-11-12,84.91200256,85.42749786,81.50050354,81.84249878,136124000,2.0,2.0,2.0,3.0,6.0,3.0,
2018-11-13,82.46450043,83.85299683,80.6875,81.5585022,118666000,2.0,2.0,8.0,6.0,4.0,2.0,4.0
2018-11-14,82.81600189,83.65000153,79.85350037,79.95050049,129738000,,8.0,3.0,3.0,5.0,3.0,4.0
2018-11-15,79.05049896,81.24099731,77.32550049,80.97200012,168546000,,4.0,,10.0,,3.0,3.0
2018-11-16,79.375,80.72399902,78.65599823,79.67050171,121322000,4.0,4.0,11.0,4.0,6.0,4.0,11.0
2018-11-19,78.85050201,79.05950165,75.16799927,75.61450195,155800000,3.0,5.0,3.0,4.0,3.0,8.0,
